isub = 0 2 - particle correlation:
 <d> = 1.39363e-05 <c> = 1.39363e-05 <v> = 0.111952
 <wd> = 1.54175e-05 <wc> = 1.54175e-05 <wv> = 0.110565
ipt = 0, 0 <= pt < 0.2
 <d> = 0 <c> = 0 <v> = 0
 <wd> = 0 <wc> = 0 <wv> = 0
ipt = 1, 0.2 <= pt < 0.4
 <d> = -2.73332e-05 <c> = -2.73332e-05 <v> = 8.21045e-05
 <wd> = -1.08524e-05 <wc> = -1.08524e-05 <wv> = 0.000230802
ipt = 2, 0.4 <= pt < 0.6
 <d> = 9.86174e-07 <c> = 9.86174e-07 <v> = 5.83215e-05
 <wd> = 7.47697e-06 <wc> = 7.47697e-06 <wv> = 0.000106685
ipt = 3, 0.6 <= pt < 0.8
 <d> = 1.12822e-05 <c> = 1.12822e-05 <v> = 0.000231325
 <wd> = 2.41621e-06 <wc> = 2.41621e-06 <wv> = 0.000115973
ipt = 4, 0.8 <= pt < 1
 <d> = -6.34602e-05 <c> = -6.34602e-05 <v> = -0.000592299
 <wd> = -5.26869e-05 <wc> = -5.26869e-05 <wv> = -0.000458958
ipt = 5, 1 <= pt < 1.2
 <d> = 2.31845e-05 <c> = 2.31845e-05 <v> = -0.000205068
 <wd> = -4.26077e-05 <wc> = -4.26077e-05 <wv> = -0.000301599
ipt = 6, 1.2 <= pt < 1.4
 <d> = 8.33855e-05 <c> = 8.33855e-05 <v> = 0.000182091
 <wd> = 5.38454e-05 <wc> = 5.38454e-05 <wv> = 0.000119173
ipt = 7, 1.4 <= pt < 1.6
 <d> = 6.24994e-05 <c> = 6.24994e-05 <v> = 0.000312644
 <wd> = 8.3111e-05 <wc> = 8.3111e-05 <wv> = 0.000309508
ipt = 8, 1.6 <= pt < 1.8
 <d> = 4.36745e-05 <c> = 4.36745e-05 <v> = 0.000293176
 <wd> = 5.11796e-05 <wc> = 5.11796e-05 <wv> = 0.000127366
ipt = 9, 1.8 <= pt < 2
 <d> = -3.79541e-05 <c> = -3.79541e-05 <v> = -0.000409429
 <wd> = -7.2377e-05 <wc> = -7.2377e-05 <wv> = -0.000552821
ipt = 10, 2 <= pt < 2.2
 <d> = 6.31057e-05 <c> = 6.31057e-05 <v> = -0.000169191
 <wd> = 2.36547e-05 <wc> = 2.36547e-05 <wv> = 0.000170823
ipt = 11, 2.2 <= pt < 2.4
 <d> = 7.71257e-05 <c> = 7.71257e-05 <v> = 0.000150827
 <wd> = 0.00011245 <wc> = 0.00011245 <wv> = 0.000550091
ipt = 12, 2.4 <= pt < 2.6
 <d> = 7.71299e-06 <c> = 7.71299e-06 <v> = 0.000174452
 <wd> = -1.9183e-05 <wc> = -1.9183e-05 <wv> = -0.000237433
ipt = 13, 2.6 <= pt < 2.8
 <d> = 0.000115458 <c> = 0.000115458 <v> = 0.000146547
 <wd> = 6.88496e-05 <wc> = 6.88496e-05 <wv> = 0.000457346
ipt = 14, 2.8 <= pt < 3
 <d> = -0.000434071 <c> = -0.000434071 <v> = -0.00131301
 <wd> = -0.000394721 <wc> = -0.000394721 <wv> = -0.00106709
ipt = 15, 3 <= pt < 3.2
 <d> = 0.000221083 <c> = 0.000221083 <v> = -0.000258564
 <wd> = 0.000256321 <wc> = 0.000256321 <wv> = -0.000434144
ipt = 16, 3.2 <= pt < 3.4
 <d> = 0.000389231 <c> = 0.000389231 <v> = 0.00170269
 <wd> = 0.000348115 <wc> = 0.000348115 <wv> = 0.00153239
ipt = 17, 3.4 <= pt < 3.6
 <d> = -0.000185666 <c> = -0.000185666 <v> = 0.000100079
 <wd> = -0.000267561 <wc> = -0.000267561 <wv> = -0.000176267
ipt = 18, 3.6 <= pt < 3.8
