isub = 0 2 - particle correlation:
 <d> = 0 <c> = 0 <v> = 0
 <derr> = 0 <cerr> = 0 <verr> = 0
isub = 0 2 - particle correlation:
 <d> = 0.00142566 <c> = 0.00142566 <v> = 0.0263428
 <derr> = 8.07429e-05 <cerr> = 8.07429e-05 <verr> = 0.00157911
isub = 0 2 - particle correlation:
 <d> = 0.00195316 <c> = 0.00195316 <v> = 0.0360898
 <derr> = 6.09537e-05 <cerr> = 6.09537e-05 <verr> = 0.000911802
isub = 0 2 - particle correlation:
 <d> = 0.0025825 <c> = 0.0025825 <v> = 0.0477187
 <derr> = 6.84997e-05 <cerr> = 6.84997e-05 <verr> = 0.00154519
isub = 0 2 - particle correlation:
 <d> = 0.00317783 <c> = 0.00317783 <v> = 0.058719
 <derr> = 4.85183e-05 <cerr> = 4.85183e-05 <verr> = 0.00136771
isub = 0 2 - particle correlation:
 <d> = 0.00362821 <c> = 0.00362821 <v> = 0.0670409
 <derr> = 0.000105329 <cerr> = 0.000105329 <verr> = 0.00202913
isub = 0 2 - particle correlation:
 <d> = 0.00419145 <c> = 0.00419145 <v> = 0.0774482
 <derr> = 9.92423e-05 <cerr> = 9.92423e-05 <verr> = 0.00196751
isub = 0 2 - particle correlation:
 <d> = 0.00457095 <c> = 0.00457095 <v> = 0.0844606
 <derr> = 0.00014585 <cerr> = 0.00014585 <verr> = 0.00272289
isub = 0 2 - particle correlation:
 <d> = 0.00498427 <c> = 0.00498427 <v> = 0.0920979
 <derr> = 0.000173848 <cerr> = 0.000173848 <verr> = 0.00356314
isub = 0 2 - particle correlation:
 <d> = 0.00518264 <c> = 0.00518264 <v> = 0.0957632
 <derr> = 0.00026821 <cerr> = 0.00026821 <verr> = 0.00508071
isub = 0 2 - particle correlation:
 <d> = 0.00535429 <c> = 0.00535429 <v> = 0.0989348
 <derr> = 0.000252708 <cerr> = 0.000252708 <verr> = 0.00475357
isub = 0 2 - particle correlation:
 <d> = 0.00549834 <c> = 0.00549834 <v> = 0.101597
 <derr> = 0.000309857 <cerr> = 0.000309857 <verr> = 0.00606505
isub = 0 2 - particle correlation:
 <d> = 0.00574745 <c> = 0.00574745 <v> = 0.1062
 <derr> = 0.000159713 <cerr> = 0.000159713 <verr> = 0.00264081
isub = 0 2 - particle correlation:
 <d> = 0.00562324 <c> = 0.00562324 <v> = 0.103905
 <derr> = 0.000674524 <cerr> = 0.000674524 <verr> = 0.0123779
isub = 0 2 - particle correlation:
 <d> = 0.0058643 <c> = 0.0058643 <v> = 0.108359
 <derr> = 0.000454635 <cerr> = 0.000454635 <verr> = 0.0086589
isub = 0 2 - particle correlation:
 <d> = 0.00578459 <c> = 0.00578459 <v> = 0.106886
 <derr> = 0.00082511 <cerr> = 0.00082511 <verr> = 0.015491
isub = 0 2 - particle correlation:
 <d> = 0.00580923 <c> = 0.00580923 <v> = 0.107341
 <derr> = 0.000514185 <cerr> = 0.000514185 <verr> = 0.00988936
isub = 0 2 - particle correlation:
 <d> = 0.00638281 <c> = 0.00638281 <v> = 0.11794
 <derr> = 0.000922005 <cerr> = 0.000922005 <verr> = 0.0178147
isub = 0 2 - particle correlation:
 <d> = 0.00599017 <c> = 0.00599017 <v> = 0.110684
 <derr> = 0.00115171 <cerr> = 0.00115171 <verr> = 0.0215489
isub = 0 2 - particle correlation:
 <d> = 0.00485178 <c> = 0.00485178 <v> = 0.0896496
 <derr> = 0.00147737 <cerr> = 0.00147737 <verr> = 0.0271836
isub = 0 4 - particle correlation:
 <d> = 0 <c> = 0 <v> = 0
 <derr> = 0 <cerr> = 0 <verr> = 0
isub = 0 4 - particle correlation:
 <d> = 3.97193e-06 <c> = -4.37928e-06 <v> = 0.0258826
 <derr> = 1.45144e-06 <cerr> = 1.47158e-06 <verr> = 0.00879566
isub = 0 4 - particle correlation:
 <d> = 5.85255e-06 <c> = -5.58866e-06 <v> = 0.0330303
 <derr> = 1.18083e-06 <cerr> = 1.39122e-06 <verr> = 0.00857165
isub = 0 4 - particle correlation:
 <d> = 8.53927e-06 <c> = -6.58853e-06 <v> = 0.0389397
 <derr> = 2.3169e-06 <cerr> = 2.24987e-06 <verr> = 0.0125715
isub = 0 4 - particle correlation:
 <d> = 9.38983e-06 <c> = -9.22529e-06 <v> = 0.0545236
 <derr> = 2.35416e-06 <cerr> = 2.32194e-06 <verr> = 0.0189792
isub = 0 4 - particle correlation:
 <d> = 1.15002e-05 <c> = -9.75317e-06 <v> = 0.0576434
