isub = 0 2 - particle correlation:
 <d> = 0.00250795 <c> = 0.00250795 <v> = 0.202622
 <wd> = 0.00252949 <wc> = 0.00252949 <wv> = 0.19524
ipt = 0, 0 <= pt < 0.2
 <d> = 0 <c> = 0 <v> = 0
 <wd> = 0 <wc> = 0 <wv> = 0
ipt = 1, 0.2 <= pt < 0.4
 <d> = 0.00116577 <c> = 0.00116577 <v> = 0.00509563
 <wd> = 0.00120933 <wc> = 0.00120933 <wv> = 0.00526651
ipt = 2, 0.4 <= pt < 0.6
 <d> = 0.00156108 <c> = 0.00156108 <v> = 0.00658472
 <wd> = 0.00163013 <wc> = 0.00163013 <wv> = 0.00693763
ipt = 3, 0.6 <= pt < 0.8
 <d> = 0.0022755 <c> = 0.0022755 <v> = 0.00952334
 <wd> = 0.00227486 <wc> = 0.00227486 <wv> = 0.00964194
ipt = 4, 0.8 <= pt < 1
 <d> = 0.00274327 <c> = 0.00274327 <v> = 0.0109002
 <wd> = 0.00272617 <wc> = 0.00272617 <wv> = 0.0114213
ipt = 5, 1 <= pt < 1.2
 <d> = 0.00306189 <c> = 0.00306189 <v> = 0.0126523
 <wd> = 0.00311996 <wc> = 0.00311996 <wv> = 0.0129254
ipt = 6, 1.2 <= pt < 1.4
 <d> = 0.00364373 <c> = 0.00364373 <v> = 0.014579
 <wd> = 0.00350082 <wc> = 0.00350082 <wv> = 0.0145927
ipt = 7, 1.4 <= pt < 1.6
 <d> = 0.00393065 <c> = 0.00393065 <v> = 0.0154163
 <wd> = 0.00386784 <wc> = 0.00386784 <wv> = 0.0151602
ipt = 8, 1.6 <= pt < 1.8
 <d> = 0.00428491 <c> = 0.00428491 <v> = 0.017877
 <wd> = 0.00435788 <wc> = 0.00435788 <wv> = 0.0188062
ipt = 9, 1.8 <= pt < 2
 <d> = 0.00434957 <c> = 0.00434957 <v> = 0.0199805
 <wd> = 0.00429772 <wc> = 0.00429772 <wv> = 0.0202903
ipt = 10, 2 <= pt < 2.2
 <d> = 0.00462703 <c> = 0.00462703 <v> = 0.0196403
 <wd> = 0.00458089 <wc> = 0.00458089 <wv> = 0.0202289
ipt = 11, 2.2 <= pt < 2.4
 <d> = 0.00497783 <c> = 0.00497783 <v> = 0.0213252
 <wd> = 0.00480896 <wc> = 0.00480896 <wv> = 0.0201327
ipt = 12, 2.4 <= pt < 2.6
 <d> = 0.00453231 <c> = 0.00453231 <v> = 0.0196309
 <wd> = 0.00476332 <wc> = 0.00476332 <wv> = 0.0220723
ipt = 13, 2.6 <= pt < 2.8
 <d> = 0.00476732 <c> = 0.00476732 <v> = 0.0173489
 <wd> = 0.00470585 <wc> = 0.00470585 <wv> = 0.0180116
ipt = 14, 2.8 <= pt < 3
 <d> = 0.00531447 <c> = 0.00531447 <v> = 0.0185548
 <wd> = 0.00515356 <wc> = 0.00515356 <wv> = 0.01739
ipt = 15, 3 <= pt < 3.2
 <d> = 0.00506495 <c> = 0.00506495 <v> = 0.0214138
 <wd> = 0.00495711 <wc> = 0.00495711 <wv> = 0.021887
ipt = 16, 3.2 <= pt < 3.4
 <d> = 0.00479363 <c> = 0.00479363 <v> = 0.0193693
 <wd> = 0.00466868 <wc> = 0.00466868 <wv> = 0.0192386
ipt = 17, 3.4 <= pt < 3.6
 <d> = 0.00423041 <c> = 0.00423041 <v> = 0.0121091
 <wd> = 0.0044285 <wc> = 0.0044285 <wv> = 0.0129671
ipt = 18, 3.6 <= pt < 3.8
 <d> = 0.00544138 <c> = 0.00544138 <v> = 0.0177393
 <wd> = 0.00515451 <wc> = 0.00515451 <wv> = 0.0185279
ipt = 19, 3.8 <= pt < 4
 <d> = 0.00387587 <c> = 0.00387587 <v> = 0.017434
 <wd> = 0.00357434 <wc> = 0.00357434 <wv> = 0.0165563
isub = 0 4 - particle correlation:
 <d> = 1.27871e-05 <c> = -0.00573807 <v> = 0.24139
 <wd> = 3.5205e-06 <wc> = -0.00423165 <wv> = 0.222636
ipt = 0, 0 <= pt < 0.2
 <d> = 0 <c> = 0 <v> = 0
 <wd> = 0 <wc> = 0 <wv> = 0
ipt = 1, 0.2 <= pt < 0.4
 <d> = -4.64083e-06 <c> = -0.000106325 <v> = 0.00412018
